Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Postcode,Regionname,Propertycount,Distance,CouncilArea
Mont Albert,21 Barloa Rd,5,h,2200000,SP,Marshall,1/07/2017,3127,Eastern Metropolitan,2079,10.2,Boroondara City Council
Mont Albert,11 Inglisby Rd,4,h,2320000,S,Jellis,1/07/2017,3127,Eastern Metropolitan,2079,10.2,Boroondara City Council
Mont Albert,46 Victoria Cr,4,h,2752000,S,Nelson,1/07/2017,3127,Eastern Metropolitan,2079,10.2,Boroondara City Council
Montmorency,349 Main Rd,3,h,655000,S,Ray,1/07/2017,3094,Eastern Metropolitan,3891,16.2,Banyule City Council
Montmorency,207 Rattray Rd,3,h,960000,PI,Fletchers,1/07/2017,3094,Eastern Metropolitan,3891,16.2,Banyule City Council
Montrose,10 Ravenswood Ct,3,h,,PI,Max,1/07/2017,3765,Eastern Victoria,2493,28.8,Yarra Ranges Shire Council
Moonee Ponds,6 Addison St,4,h,1810000,S,Jellis,1/07/2017,3039,Western Metropolitan,6232,6.2,Moonee Valley City Council
Moonee Ponds,59 Robinson St,2,h,1020000,S,Jellis,1/07/2017,3039,Western Metropolitan,6232,6.2,Moonee Valley City Council
Moonee Ponds,27 The Strand,2,h,1250000,S,Nelson,1/07/2017,3039,Western Metropolitan,6232,6.2,Moonee Valley City Council
Moorabbin,3 Bruthen St,3,h,1175000,PI,Buxton,1/07/2017,3189,Southern Metropolitan,2555,14.3,Kingston City Council
Mordialloc,51B Bear St,4,h,800000,PI,Ray,1/07/2017,3195,South-Eastern Metropolitan,3650,21.5,Kingston City Council
Mordialloc,108 Chute St,4,h,1225000,S,O'Brien,1/07/2017,3195,South-Eastern Metropolitan,3650,21.5,Kingston City Council
Mount Waverley,53 Catherine Av,6,h,1200000,PI,hockingstuart,1/07/2017,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mount Waverley,9 Griffiths Ct,5,h,,PI,Biggin,1/07/2017,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mount Waverley,12 Holskamp St,3,h,1205000,S,McGrath,1/07/2017,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mount Waverley,3 Huxtable St,4,h,1720000,S,Ray,1/07/2017,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mount Waverley,26 Malcolm Ct,5,h,1600000,S,Jellis,1/07/2017,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mount Waverley,11 Maureen St,3,h,944000,S,Jellis,1/07/2017,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mount Waverley,2 Merton Cl,3,h,1385000,S,Ray,1/07/2017,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mount Waverley,23 Monomeith Cr,3,h,1280000,S,Buxton,1/07/2017,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mount Waverley,24 Sunnyside Rd,3,h,2000000,VB,Fletchers,1/07/2017,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mulgrave,23 Einstein Av,5,h,,PI,Ray,1/07/2017,3170,South-Eastern Metropolitan,7113,18.8,Monash City Council
Narre Warren,29 Bradley Tce,3,h,650000,SP,O'Brien,1/07/2017,3805,South-Eastern Metropolitan,9376,34.1,Casey City Council
Narre Warren,29 Hanley St,3,h,655000,SP,Only,1/07/2017,3805,South-Eastern Metropolitan,9376,34.1,Casey City Council
Narre Warren,28 Murdoch Av,3,h,580000,SP,O'Brien,1/07/2017,3805,South-Eastern Metropolitan,9376,34.1,Casey City Council
Newport,2A Gordon St,2,h,710000,S,Williams,1/07/2017,3015,Western Metropolitan,5498,6.2,Hobsons Bay City Council
Newport,1/508 Melbourne Rd,2,u,335000,SP,Jas,1/07/2017,3015,Western Metropolitan,5498,6.2,Hobsons Bay City Council
Newport,34 Thorpe St,3,h,1330000,S,RT,1/07/2017,3015,Western Metropolitan,5498,6.2,Hobsons Bay City Council
Noble Park,3/3 Baldwin Av,2,u,466500,S,Leyton,1/07/2017,3174,South-Eastern Metropolitan,11806,22.7,Greater Dandenong City Council
Noble Park,3 Christine Ct,4,h,,PI,iSell,1/07/2017,3174,South-Eastern Metropolitan,11806,22.7,Greater Dandenong City Council
North Melbourne,8/302 Abbotsford St,2,u,550000,S,Nelson,1/07/2017,3051,Northern Metropolitan,6821,1.8,Melbourne City Council
North Melbourne,187 Errol St,2,h,962000,S,Alexkarbon,1/07/2017,3051,Northern Metropolitan,6821,1.8,Melbourne City Council
North Melbourne,2E Princess St,2,t,936000,S,Jellis,1/07/2017,3051,Northern Metropolitan,6821,1.8,Melbourne City Council
North Melbourne,6/8 Tyrone St,2,u,580000,VB,Alexkarbon,1/07/2017,3051,Northern Metropolitan,6821,1.8,Melbourne City Council
Northcote,26 Salisbury Gr,4,h,1900000,PI,Jellis,1/07/2017,3070,Northern Metropolitan,11364,5.3,Darebin City Council
Northcote,14 Wardrop Gr,3,h,1605000,S,Nelson,1/07/2017,3070,Northern Metropolitan,11364,5.3,Darebin City Council
Northcote,65 Westgarth St,3,h,1415000,S,Woodards,1/07/2017,3070,Northern Metropolitan,11364,5.3,Darebin City Council
Northcote,4/26 Wilmoth St,2,u,390000,S,Ray,1/07/2017,3070,Northern Metropolitan,11364,5.3,Darebin City Council
Nunawading,3/1 Crest Gr,2,u,637000,S,Ray,1/07/2017,3131,Eastern Metropolitan,4973,15.4,Manningham City Council
Nunawading,31 Olwen St,4,h,1100000,S,Fletchers,1/07/2017,3131,Eastern Metropolitan,4973,15.4,Manningham City Council
Nunawading,90 Springvale Rd,3,h,926000,S,Fletchers,1/07/2017,3131,Eastern Metropolitan,4973,15.4,Manningham City Council
Oak Park,13 Kiama St,2,t,610000,S,Nelson,1/07/2017,3046,Northern Metropolitan,2651,11.2,Moreland City Council
Oak Park,3/18 Lex Gr,3,u,700000,VB,Nelson,1/07/2017,3046,Northern Metropolitan,2651,11.2,Moreland City Council
Oakleigh East,1725 Dandenong Rd,5,h,1525000,S,Ray,1/07/2017,3166,Southern Metropolitan,2547,12.3,Monash City Council
Oakleigh East,82 Patrick St,6,h,1900000,PI,Ray,1/07/2017,3166,Southern Metropolitan,2547,12.3,Monash City Council
Oakleigh South,6 Cypress Ct,3,h,,S,Obrien,1/07/2017,3167,South-Eastern Metropolitan,3692,15.5,Kingston City Council
Oakleigh South,13 Devoy St,3,h,,SP,Buxton,1/07/2017,3167,South-Eastern Metropolitan,3692,15.5,Kingston City Council
Oakleigh South,1/1250 North Rd,3,u,,S,Barry,1/07/2017,3167,South-Eastern Metropolitan,3692,15.5,Kingston City Council
Ormond,2/21 Lillimur Rd,1,u,454000,S,Ray,1/07/2017,3204,Southern Metropolitan,3578,11.4,Glen Eira City Council
Ormond,6/32 Walsh St,2,u,562000,S,Gary,1/07/2017,3204,Southern Metropolitan,3578,11.4,Glen Eira City Council
Parkdale,13B Elm Gr,3,t,1000000,S,Obrien,1/07/2017,3195,South-Eastern Metropolitan,5087,21.5,Kingston City Council
Parkdale,13 Lawborough Av,3,h,985000,S,Maitland,1/07/2017,3195,South-Eastern Metropolitan,5087,21.5,Kingston City Council
Parkdale,44 Melrose St,3,h,820000,S,Thomson,1/07/2017,3195,South-Eastern Metropolitan,5087,21.5,Kingston City Council
Pascoe Vale,123 Cumberland Rd,3,h,870000,PI,Ray,1/07/2017,3044,Northern Metropolitan,7485,8.5,Moreland City Council
Pascoe Vale,9 Dorset Rd,3,h,800000,SP,Barry,1/07/2017,3044,Northern Metropolitan,7485,8.5,Moreland City Council
Pascoe Vale,5 Fleming Gr,5,h,1501000,S,Jellis,1/07/2017,3044,Northern Metropolitan,7485,8.5,Moreland City Council
Pascoe Vale,3/424 Gaffney St,3,t,,SN,hockingstuart,1/07/2017,3044,Northern Metropolitan,7485,8.5,Moreland City Council
Pascoe Vale,1 Hazel Gr,3,h,1663000,S,Nelson,1/07/2017,3044,Northern Metropolitan,7485,8.5,Moreland City Council
Pascoe Vale,1 Virginia St,4,h,780000,VB,Brad,1/07/2017,3044,Northern Metropolitan,7485,8.5,Moreland City Council
Point Cook,97 Alamanda Bvd,4,h,,SN,Ray,1/07/2017,3030,Western Metropolitan,15542,14.7,Wyndham City Council
Point Cook,23 Bevan Ct,5,h,660000,S,Reliance,1/07/2017,3030,Western Metropolitan,15542,14.7,Wyndham City Council
Point Cook,24 Derham Dr,4,h,,SP,Reliance,1/07/2017,3030,Western Metropolitan,15542,14.7,Wyndham City Council
Point Cook,14 Glider St,4,h,,W,YPA,1/07/2017,3030,Western Metropolitan,15542,14.7,Wyndham City Council
Point Cook,76 Hargrave Av,4,h,663500,S,hockingstuart,1/07/2017,3030,Western Metropolitan,15542,14.7,Wyndham City Council
Port Melbourne,6/156 Bay St,3,u,1631000,S,Cayzer,1/07/2017,3207,Southern Metropolitan,8648,3.5,Melbourne City Council
Port Melbourne,67 Ross St,3,h,1665000,S,Greg,1/07/2017,3207,Southern Metropolitan,8648,3.5,Melbourne City Council
Port Melbourne,107 Stokes St,4,h,2450000,VB,Lucas,1/07/2017,3207,Southern Metropolitan,8648,3.5,Melbourne City Council
Prahran,11/8 Grandview Gr,1,u,399000,S,Jellis,1/07/2017,3181,Southern Metropolitan,7717,4.6,Stonnington City Council
Prahran,1/648 High St,2,u,1240000,S,Rounds,1/07/2017,3181,Southern Metropolitan,7717,4.6,Stonnington City Council
Preston,2/1 Ambon St,3,h,727500,S,Nelson,1/07/2017,3072,Northern Metropolitan,14577,8.4,Darebin City Council
Preston,4 Benambra St,3,h,,S,Nelson,1/07/2017,3072,Northern Metropolitan,14577,8.4,Darebin City Council
Preston,1/103 Bruce St,3,t,965000,S,hockingstuart,1/07/2017,3072,Northern Metropolitan,14577,8.4,Darebin City Council
Princes Hill,84 Bowen Cr,2,h,2530000,S,Nelson,1/07/2017,3054,Northern Metropolitan,1008,3.5,Yarra City Council
Princes Hill,251 Richardson St,3,h,1930000,S,hockingstuart,1/07/2017,3054,Northern Metropolitan,1008,3.5,Yarra City Council
Reservoir,111 Boldrewood Pde,3,h,840000,SP,RW,1/07/2017,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,57 Crevelli St,2,h,560000,S,Barry,1/07/2017,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,5/1 Griffiths St,1,u,,SP,Ray,1/07/2017,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,7 Inverness St,4,h,900000,SP,Stockdale,1/07/2017,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,22 Locher Av,3,h,680500,S,Ray,1/07/2017,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,78 McMahon Rd,4,h,902000,S,Barry,1/07/2017,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,16 Muriel Ct,3,h,825000,S,RW,1/07/2017,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,16 Oconnor St,3,h,801000,SP,Love,1/07/2017,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,3/76 Southernhay St,2,t,668500,S,Nelson,1/07/2017,3073,Northern Metropolitan,21650,12,Darebin City Council
Richmond,13 Francis St,2,h,1165000,S,Biggin,1/07/2017,3121,Northern Metropolitan,14949,2.4,Yarra City Council
Richmond,120/8 Garfield St,1,u,390000,PI,Harcourts,1/07/2017,3121,Northern Metropolitan,14949,2.4,Yarra City Council
Richmond,7/129 Hoddle St,2,u,890500,SP,Biggin,1/07/2017,3121,Northern Metropolitan,14949,2.4,Yarra City Council
Richmond,5 King St,2,h,,S,Jellis,1/07/2017,3121,Northern Metropolitan,14949,2.4,Yarra City Council
Richmond,54 Laity St,3,h,1310000,S,Biggin,1/07/2017,3121,Northern Metropolitan,14949,2.4,Yarra City Council
Richmond,202/47 Murphy St,1,u,458000,S,Biggin,1/07/2017,3121,Northern Metropolitan,14949,2.4,Yarra City Council
Richmond,2 Sutton Gr,2,h,1442000,S,Biggin,1/07/2017,3121,Northern Metropolitan,14949,2.4,Yarra City Council
Richmond,1 Waltham Pl,4,h,2200000,PI,Biggin,1/07/2017,3121,Northern Metropolitan,14949,2.4,Yarra City Council
Ringwood,36 Kalinda Rd,4,h,,VB,McGrath,1/07/2017,3134,Eastern Metropolitan,7785,19.9,Maroondah City Council
Ringwood,11 Kenwood Cr,3,h,750000,VB,Purplebricks,1/07/2017,3134,Eastern Metropolitan,7785,19.9,Maroondah City Council
Ringwood,2/7 Pearwood St,2,u,,SN,Barry,1/07/2017,3134,Eastern Metropolitan,7785,19.9,Maroondah City Council
Ringwood,2/11 Sussex St,4,t,,SP,Philip,1/07/2017,3134,Eastern Metropolitan,7785,19.9,Maroondah City Council
Ringwood East,3/1 Mines Rd,2,u,560000,S,Barry,1/07/2017,3135,Eastern Metropolitan,4407,21.3,Maroondah City Council
Rockbank,2013 Western Hwy,2,h,340000,SP,YPA,1/07/2017,3335,Western Metropolitan,538,23.8,Melton City Council
Rosanna,5 Coorie Cr,3,h,1101000,S,Miles,1/07/2017,3084,Eastern Metropolitan,3540,8.9,Banyule City Council
Rowville,7 Christian Ct,5,h,,S,Ray,1/07/2017,3178,South-Eastern Metropolitan,11667,23.5,Knox City Council
Rowville,11 Jindalee Cl,5,h,870000,S,Harcourts,1/07/2017,3178,South-Eastern Metropolitan,11667,23.5,Knox City Council
Rowville,19 The Fairway,4,h,,SP,Woodards,1/07/2017,3178,South-Eastern Metropolitan,11667,23.5,Knox City Council
Roxburgh Park,15 Thompson Cr,3,h,420000,S,Raine,1/07/2017,3064,Northern Metropolitan,5833,20.6,Hume City Council
Sandringham,6/76 Bay Rd,2,u,643500,S,hockingstuart,1/07/2017,3191,Southern Metropolitan,4497,15.2,Bayside City Council
Seabrook,19 Spindrift Wy,3,h,625000,S,hockingstuart,1/07/2017,3028,Western Metropolitan,1793,15.5,Hobsons Bay City Council
Seaford,18 Bainbridge Av,3,h,610000,S,Harcourts,1/07/2017,3198,South-Eastern Metropolitan,8077,35.4,Frankston City Council
Seaford,25 Duncan Av,3,h,565000,S,Harcourts,1/07/2017,3198,South-Eastern Metropolitan,8077,35.4,Frankston City Council
Seaford,3/7 East Rd,3,u,572000,S,O'Brien,1/07/2017,3198,South-Eastern Metropolitan,8077,35.4,Frankston City Council
Seaholme,6a Cambridge St,4,t,1090000,S,Greg,1/07/2017,3018,Western Metropolitan,852,11,Hobsons Bay City Council
Seaholme,6/24 Noordenne Av,2,t,455000,SP,hockingstuart,1/07/2017,3018,Western Metropolitan,852,11,Hobsons Bay City Council
Seddon,2A Austin St,2,h,750000,S,Jas,1/07/2017,3011,Western Metropolitan,2417,5.1,Maribyrnong City Council
Seddon,57 Charles St,2,h,850000,VB,Village,1/07/2017,3011,Western Metropolitan,2417,5.1,Maribyrnong City Council
Skye,29 Edinburgh Dr,4,h,640000,VB,hockingstuart,1/07/2017,3977,South-Eastern Metropolitan,2756,34.7,Frankston City Council
South Melbourne,51/39 Dorcas St,2,u,,SN,MICM,1/07/2017,3205,Southern Metropolitan,5943,1.9,Port Phillip City Council
South Melbourne,4 Law St,2,h,1030000,S,Cayzer,1/07/2017,3205,Southern Metropolitan,5943,1.9,Port Phillip City Council
South Morang,15 Ferncroft Dr,4,h,600000,PI,Millership,1/07/2017,3752,Northern Metropolitan,7969,20.5,Whittlesea City Council
South Morang,1 Kakadu Vw,4,h,,PI,Morrison,1/07/2017,3752,Northern Metropolitan,7969,20.5,Whittlesea City Council
South Morang,26 Kinkora Cr,4,h,,PI,Harcourts,1/07/2017,3752,Northern Metropolitan,7969,20.5,Whittlesea City Council
South Morang,7/7 Old Plenty Rd,3,u,386000,S,Millership,1/07/2017,3752,Northern Metropolitan,7969,20.5,Whittlesea City Council
South Yarra,1109/800 Chapel St,2,u,857000,S,LITTLE,1/07/2017,3141,Southern Metropolitan,14887,2.7,Melbourne City Council
South Yarra,304/15 Cromwell Rd,2,u,,PI,Marshall,1/07/2017,3141,Southern Metropolitan,14887,2.7,Melbourne City Council
South Yarra,51 Moore St,2,h,1160000,S,Jellis,1/07/2017,3141,Southern Metropolitan,14887,2.7,Melbourne City Council
South Yarra,1/1 Rockley Rd,1,u,,S,Marshall,1/07/2017,3141,Southern Metropolitan,14887,2.7,Melbourne City Council
South Yarra,23/350 Toorak Rd,3,u,1235000,S,Jellis,1/07/2017,3141,Southern Metropolitan,14887,2.7,Melbourne City Council
Springvale,24 Garnsworthy St,3,h,752500,S,iSell,1/07/2017,3171,South-Eastern Metropolitan,7412,20.8,Greater Dandenong City Council
Springvale,20 Keets Ct,3,h,,PI,Barry,1/07/2017,3171,South-Eastern Metropolitan,7412,20.8,Greater Dandenong City Council
Springvale South,4 Ruth Ct,3,h,,PI,iSell,1/07/2017,3172,South-Eastern Metropolitan,4054,22.2,Greater Dandenong City Council
St Albans,12 Altyre Ct,3,h,565000,S,Bells,1/07/2017,3021,Western Metropolitan,14042,14,Brimbank City Council
St Albans,3/14 Disraeli St,3,t,500000,SP,YPA,1/07/2017,3021,Western Metropolitan,14042,14,Brimbank City Council
St Albans,9 Gray Ct,3,h,610000,PI,YPA,1/07/2017,3021,Western Metropolitan,14042,14,Brimbank City Council
St Albans,6/31 Marsden Cr,2,t,445000,SP,YPA,1/07/2017,3021,Western Metropolitan,14042,14,Brimbank City Council
St Albans,23 Shirley St,3,h,,SN,Barry,1/07/2017,3021,Western Metropolitan,14042,14,Brimbank City Council
St Helena,10 Larool Av,4,h,801000,S,Darren,1/07/2017,3088,Eastern Metropolitan,915,16.1,Banyule City Council
St Kilda,14/12 Fitzroy St,1,u,350000,VB,Gary,1/07/2017,3182,Southern Metropolitan,13240,5,Port Phillip City Council
St Kilda,6/19 Herbert St,2,u,525000,S,hockingstuart,1/07/2017,3182,Southern Metropolitan,13240,5,Port Phillip City Council
St Kilda,15/2 Redan St,1,u,517500,SP,Woodards,1/07/2017,3182,Southern Metropolitan,13240,5,Port Phillip City Council
St Kilda,7/27 Robe St,2,u,365000,VB,Rounds,1/07/2017,3182,Southern Metropolitan,13240,5,Port Phillip City Council
St Kilda,403/64 Wellington St,2,u,460000,SP,LITTLE,1/07/2017,3182,Southern Metropolitan,13240,5,Port Phillip City Council
Strathmore,48 Bournian Av,4,h,1725000,PI,Brad,1/07/2017,3041,Western Metropolitan,3284,8.2,Moonee Valley City Council
Strathmore,2/30 Bulla Rd,2,h,646000,S,Nelson,1/07/2017,3041,Western Metropolitan,3284,8.2,Moonee Valley City Council
Strathmore,16A Lamart St,4,h,1190000,PI,Nelson,1/07/2017,3041,Western Metropolitan,3284,8.2,Moonee Valley City Council
Strathmore Heights,2/1 De Havilland Av,2,h,635500,S,Considine,1/07/2017,3041,Western Metropolitan,389,8.2,Moonee Valley City Council
Sunbury,11 Bannermann St,4,h,580000,S,Raine,1/07/2017,3429,Western Metropolitan,14092,31.7,Hume City Council
Sunbury,38 Felton Av,3,h,413000,S,L,1/07/2017,3429,Western Metropolitan,14092,31.7,Hume City Council
Sunbury,60 Heysen Dr,3,h,420000,S,Raine,1/07/2017,3429,Western Metropolitan,14092,31.7,Hume City Council
Sunbury,18 Timins St,3,h,650000,S,YPA,1/07/2017,3429,Western Metropolitan,14092,31.7,Hume City Council
Sunshine,2/17 Anderson Rd,3,t,525000,S,McGrath,1/07/2017,3020,Western Metropolitan,3755,10.5,Brimbank City Council
Sunshine North,10 Edna St,3,h,780000,SA,FN,1/07/2017,3020,Western Metropolitan,4217,10.5,Brimbank City Council
Sunshine West,38 Collenso St,4,h,765000,S,Douglas,1/07/2017,3020,Western Metropolitan,6763,10.5,Brimbank City Council
Surrey Hills,112 Broughton Rd,4,h,1420000,PI,Fletchers,1/07/2017,3127,Southern Metropolitan,5457,10.2,Boroondara City Council
Surrey Hills,1093 Riversdale Rd,3,h,2100000,VB,Jellis,1/07/2017,3127,Southern Metropolitan,5457,10.2,Boroondara City Council
Surrey Hills,35A Russell St,3,h,1385000,S,Fletchers,1/07/2017,3127,Southern Metropolitan,5457,10.2,Boroondara City Council
Sydenham,3/42 Albert Rd,2,h,417000,S,Bells,1/07/2017,3037,Western Metropolitan,3640,18,Brimbank City Council
Sydenham,19 Boberrit Wyn,3,h,,PI,YPA,1/07/2017,3037,Western Metropolitan,3640,18,Brimbank City Council
Tarneit,30 Homestead Av,4,h,810000,VB,hockingstuart,1/07/2017,3029,Western Metropolitan,10160,18.4,Wyndham City Council
Tarneit,3 Rosebud St,3,h,451500,S,Reliance,1/07/2017,3029,Western Metropolitan,10160,18.4,Wyndham City Council
Tarneit,2 Skylark Ct,3,h,526000,S,Purplebricks,1/07/2017,3029,Western Metropolitan,10160,18.4,Wyndham City Council
Taylors Hill,3 Highlander Ct,4,h,605500,S,YPA,1/07/2017,3037,Western Metropolitan,4242,18,Melton City Council
Taylors Lakes,2a Mallacoota Ct,3,u,500000,PI,Brad,1/07/2017,3038,Western Metropolitan,5336,15.5,Brimbank City Council
Taylors Lakes,16 Shoppers La,3,h,427500,S,Ray,1/07/2017,3038,Western Metropolitan,5336,15.5,Brimbank City Council
Tecoma,1578 Burwood Hwy,3,h,,SN,Barry,1/07/2017,3160,Eastern Victoria,869,30.4,Yarra Ranges Shire Council
Tecoma,105 Terrys Av,4,h,855000,SP,Harcourts,1/07/2017,3160,Eastern Victoria,869,30.4,Yarra Ranges Shire Council
Templestowe,7 Watties Rd,2,h,,PI,Fletchers,1/07/2017,3106,Eastern Metropolitan,6202,15.5,Manningham City Council
Templestowe Lower,7 Buller Tce,3,h,,PI,Buckingham,1/07/2017,3107,Eastern Metropolitan,5420,12.4,Manningham City Council
Templestowe Lower,30 John St,5,h,1705000,PI,hockingstuart,1/07/2017,3107,Eastern Metropolitan,5420,12.4,Manningham City Council
The Basin,65 Government Rd,3,h,551200,SP,iTRAK,1/07/2017,3154,Eastern Metropolitan,1690,27,Knox City Council
Thomastown,95 Barry Rd,5,h,,SN,Love,1/07/2017,3074,Northern Metropolitan,7955,15.3,Whittlesea City Council
Thomastown,3/13 Edna St,2,u,,PI,Harcourts,1/07/2017,3074,Northern Metropolitan,7955,15.3,Whittlesea City Council
Thomastown,2/11 French St,3,u,542000,S,Ray,1/07/2017,3074,Northern Metropolitan,7955,15.3,Whittlesea City Council
Thomastown,8 Glenburn St,3,h,,PI,Harcourts,1/07/2017,3074,Northern Metropolitan,7955,15.3,Whittlesea City Council
Thomastown,17 Larch St,3,h,,PN,Emerson,1/07/2017,3074,Northern Metropolitan,7955,15.3,Whittlesea City Council
Thornbury,329 Gillies St,4,h,2070000,SP,Jellis,1/07/2017,3071,Northern Metropolitan,8870,7,Darebin City Council
Toorak,113 Grange Rd,6,h,2800000,S,Marshall,1/07/2017,3142,Southern Metropolitan,7217,4.1,Stonnington City Council
Truganina,2/7 Cabarita St,2,t,385000,SP,Reliance,1/07/2017,3029,Western Metropolitan,5811,18.4,Melton City Council
Tullamarine,4/48 Banksia Gr,3,h,500000,SP,Jason,1/07/2017,3043,Western Metropolitan,3296,12.9,Brimbank City Council
Tullamarine,73 Dawson St,3,h,,SN,Jason,1/07/2017,3043,Western Metropolitan,3296,12.9,Brimbank City Council
Tullamarine,3 Henderson Rd,4,h,821000,S,Jason,1/07/2017,3043,Western Metropolitan,3296,12.9,Brimbank City Council
Vermont,2/36 Halls Pde,3,t,917000,S,Noel,1/07/2017,3133,Eastern Metropolitan,4181,17.2,Maroondah City Council
Vermont South,6 Hempstead Av,4,h,,SP,Rounds,1/07/2017,3133,Eastern Metropolitan,4280,17.2,Whitehorse City Council
Viewbank,33 Eamon Dr,4,h,1115000,S,Miles,1/07/2017,3084,Eastern Metropolitan,2698,8.9,Banyule City Council
Viewbank,34 Toumlin Gr,3,h,905000,SP,Miles,1/07/2017,3084,Eastern Metropolitan,2698,8.9,Banyule City Council
Viewbank,1/9 Willa Av,3,u,,S,Nelson,1/07/2017,3084,Eastern Metropolitan,2698,8.9,Banyule City Council
Wantirna,7/3 Ashley St,2,h,450000,PI,Prof.,1/07/2017,3152,Eastern Metropolitan,5424,14.7,Knox City Council
Wantirna South,53 Somes St,3,h,1015000,SP,Ray,1/07/2017,3152,Eastern Metropolitan,7082,14.7,Knox City Council
